"No.","Time","Source","Destination","Protocol","Length","Info"
"1039","305.748953","192.168.230.103","192.168.196.52","DNS","72","Standard query 0x50fb A jvdm.sdf.org"
"1040","305.974522","192.168.196.52","192.168.230.103","DNS","88","Standard query response 0x50fb A jvdm.sdf.org A 205.166.94.5"
"1041","305.977291","192.168.196.52","192.168.230.103","DNS","85","Standard query response 0xc3a2 A cruel.org A 210.135.96.111"
"1042","305.994156","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"1043","306.000135","192.168.230.103","192.168.196.52","DNS","71","Standard query 0xabc0 A michalp.net"
"1044","306.002877","192.168.230.103","192.168.196.52","DNS","74","Standard query 0xb5be A moneyaisle.com"
"1045","306.015960","192.168.196.52","192.168.230.103","DNS","116","Standard query response 0xfc83 A garaj.xhost.ro CNAME dynamichost.xhost.ro A 91.216.151.56"
"1046","306.042833","192.168.230.103","192.168.196.52","DNS","71","Standard query 0x89be A patreon.com"
"1047","306.044003","192.168.196.52","192.168.230.103","DNS","103","Standard query response 0x89be A patreon.com A 104.20.18.183 A 104.20.19.183"
"1048","306.044296","192.168.196.52","192.168.230.103","DNS","90","Standard query response 0xb5be A moneyaisle.com A 50.63.202.39"
"1049","306.069665","192.168.230.103","192.168.196.52","DNS","67","Standard query 0x3488 A rtfb.lt"
"1050","306.069734","192.168.230.103","192.168.196.52","DNS","86","Standard query 0xfed0 A scientificachievements.com"
"1051","306.145946","192.168.196.52","192.168.230.103","DNS","87","Standard query response 0xabc0 A michalp.net A 89.36.212.236"
"1052","306.171080","192.168.230.103","192.168.196.52","DNS","78","Standard query 0xbee6 A sophron.latthi.com"
"1053","306.235550","192.168.196.52","192.168.230.103","DNS","108","Standard query response 0xbee6 A sophron.latthi.com CNAME latthi.com A 139.162.220.176"
"1054","306.261314","192.168.230.103","192.168.196.52","DNS","82","Standard query 0x50ee A stian.atlantiscrew.net"
"1055","306.262524","192.168.196.52","192.168.230.103","DNS","102","Standard query response 0xfed0 A scientificachievements.com A 31.131.251.25"
"1056","306.283690","192.168.196.52","192.168.230.103","DNS","83","Standard query response 0x3488 A rtfb.lt A 79.98.27.61"
"1057","306.287669","192.168.230.103","192.168.196.52","DNS","73","Standard query 0x9e38 A thomasgil.com"
"1058","306.310021","192.168.230.103","192.168.196.52","DNS","70","Standard query 0x9c7a A tkkrlab.nl"
"1059","306.328414","192.168.196.52","192.168.230.103","DNS","89","Standard query response 0x9e38 A thomasgil.com A 217.160.0.239"
"1060","306.353856","192.168.230.103","192.168.196.52","DNS","80","Standard query 0xe1aa A weknowyourdreams.com"
"1061","306.413817","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"1062","306.445700","192.168.196.52","192.168.230.103","DNS","98","Standard query response 0x50ee A stian.atlantiscrew.net A 72.52.4.122"
"1063","306.446109","192.168.196.52","192.168.230.103","DNS","86","Standard query response 0x9c7a A tkkrlab.nl A 185.56.145.82"
"1064","306.481797","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"1065","306.485884","192.168.230.103","192.168.196.52","DNS","80","Standard query 0xa05f A www.abdulibrahim.com"
